"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"@HOLE1,@HOLE14,@HOLE17,@HOLE19,@HOLE24,@HOLE23,@HOLE11,@HOLE9,@HOLE25,@HOLE12,@HOLE8,@HOLE5,@HOLE20,@HOLE0,@HOLE16,@HOLE22,@HOLE15,@HOLE26,@HOLE7,@HOLE6,@HOLE21,@HOLE18,@HOLE13,@HOLE27,@HOLE4,@HOLE2,@HOLE3,@HOLE10";"";28;"";;;
2;"GPIO12,GPIO16,GPIO19,GPIO13,GPIO21,GPIO26,GPIO6,GPIO20,GPIO5";"PAD-1.5X2.0";9;"";;;
3;"U1";"SOIC8_150MIL";1;"CAT24C32";;;
4;"U$19";"PCBFEAT-REV-056";1;"";;;
5;"R1,R17,R2,R18,R16,R15";"0805-NO";6;"100";;;
6;"D3,D4";"SOD-323";2;"1N4148";;;
7;"U$23";"ADAFRUIT_TEXT_20MM";1;"";;;
8;"R23";"_0805MP";1;"22";;;
9;"U$10,U$11,U$18";"FIDUCIAL_1MM";3;"FIDUCIAL""";;;
10;"R8";"0805-NO";1;"DNP";;;
11;"C4";"0805-NO";1;"0.1uF";;;
12;"WPJ1";"SOLDERJUMPER_CLOSEDWIRE";1;"";;;
13;"R7,R6,R11";"0805-NO";3;"10K";;;
14;"Q2";"SOT23-WIDE";1;"BSS138";;;
15;"R14,R12,R13,R20";"0805-NO";4;"3.9K";;;
16;"SJ1";"SOLDERJUMPER_CLOSEDWIRE";1;"WP";;;
17;"U2";"QFN16_3MM";1;"STMPE610";;;
18;"R22";"0805-NO";1;"22";;;
19;"IC5";"SOT23";1;"AXP803";;;
20;"C1";"0805-NO";1;"10uF";;;
21;"JP1";"2X13_SMT_MALE";1;"";;;
22;"U$16,U$17,U$20,U$15";"MOUNTINGHOLE_2.5_PLATED_THICK";4;"MOUNTINGHOLE2.5_THICK";;;
23;"SW2,SW3,SW1,SW4";"TACT_PANA-EVQ";4;"";;;
24;"RPI1";"RASPBERRYPI_BPLUS_SHIELD_SMT";1;"RASPBERRYPI_BPLUS_SMT";;;
25;"U$1";"TFT_3.2IN_240X320_50PIN";1;"DISP_LCD_6LED_240X320_50PIN";;;
