"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"LED8,LED17,LED4,LED2,LED26,LED11,LED6,LED10,LED16,LED22,LED30,LED7,LED28,LED32,LED5,LED21,LED23,LED14,LED29,LED31,LED3,LED13,LED27,LED9,LED18,LED19,LED20,LED1,LED25,LED24,LED12,LED15";"LED3535";32;"WS2812B3535";;;
2;"C3,C2,C4,C5,C1";"0805-NO";5;"10uF";;;
3;"D1,D2";"SOD-123";2;"MBR120";;;
4;"JP3,JP1";"1X01_ROUND";2;"";;;
5;"SW1";"BTN_KMR2_4.6X2.8";1;"KMR2";;;
6;"MS1";"FEATHERWING";1;"FEATHERWING";;;
7;"FID3,FID1";"FIDUCIAL_1MM";2;"FIDUCIAL""";;;
8;"U$2";"PCBFEAT-REV-040";1;"";;;
9;"IC2";"SOT23-5";1;"74AHCT1G125DBV";;;
10;"U$3";"FEATHERLOGO";1;"";;;
11;"SJ17,SJ15,SJ18,SJ7,SJ6,SJ4,SJ2,SJ14,SJ19,SJ5,SJ1,SJ16,SJ9,SJ12,SJ8,SJ11,SJ3,SJ10,SJ13";"SOLDERJUMPER_ARROW_NOPASTE";19;"";;;
12;"U$4";"ADAFRUIT_TEXT_20MM";1;"";;;
13;"SJ20";"SOLDERJUMPER_CLOSEDWIRE";1;"";;;
