"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"X1";"SMA_EDGELAUNCH_UFL";1;"uFL";;;
2;"X2";"4UCONN_20329";1;"MicroB";;;
3;"C4,C3,C10,C6";"0805-NO";4;"33pF";;;
4;"NETSTAT0";"CHIPLED_0805_NOOUTLINE";1;"RED";;;
5;"IC1";"TSSOP14";1;"74VHCT125PW";;;
6;"D6,D3,D4,D5";"SOD-323";4;"1N4148";;;
7;"U$21";"ADAFRUIT_2.5MM";1;"";;;
8;"X4";"4UCONN_18510";1;"4UCONN_18510";;;
9;"D1";"SOD-123";1;"MMSZ5231BT1G";;;
10;"CN2";"JSTPH2";1;"JSTPH";;;
11;"Q2";"SOT23-WIDE";1;"bss138";;;
12;"R8";"0805-NO";1;"10K";;;
13;"C5,C8";"0805-NO";2;"10pF";;;
14;"X3";"U.FL";1;"uFL";;;
15;"DONE0,PWRSTAT0";"CHIPLED_0805_NOOUTLINE";2;"GREEN";;;
16;"U1";"SIM5320";1;"SIM5320";;;
17;"JP1";"1X18_ROUND70";1;"";;;
18;"C2,C7";"C1210";2;"100uF";;;
19;"R3,R6";"0805-NO";2;"2K";;;
20;"SW1";"BTN_KMR2_4.6X2.8";1;"KMR2";;;
21;"L2";"_0805MP";1;"33nH";;;
22;"C11,C9";"0805-NO";2;"10uF";;;
23;"C1";"0805-NO";1;"10µF";;;
24;"C16,C14";"RESPACK_4X0603";2;"33pF";;;
25;"U$33,U$34";"MOUNTINGHOLE_2.5_PLATED";2;"MOUNTINGHOLE2.5";;;
26;"FID2,FID3,FID1,FID5,FID4";"FIDUCIAL_1MM";5;"FIDUCIAL""";;;
27;"U2";"SOT23-5";1;"MCP73831T-2ACI/OT";;;
28;"JP2";"1X02_ROUND";1;"";;;
29;"R2,R5,R4";"0805-NO";3;"1K";;;
30;"D2";"SOT363";1;"SMF05C";;;
31;"R1";"0805-NO";1;"470";;;
32;"GPSBIAS0";"SOLDERJUMPER_ARROW_NOPASTE";1;"";;;
33;"C15,C17";"RESPACK_4X0603";2;"10pF";;;
34;"CHRG0";"CHIPLED_0805_NOOUTLINE";1;"ORANGE";;;
35;"U$25";"PCBFEAT-REV-040";1;"";;;
36;"U$26";"FONA_LOGO";1;"";;;
37;"X6";"C707_10M006_512_2";1;"SIM_LOCKAMPHENOL";;;
38;"U$36";"ADAFRUIT_5MM";1;"";;;
39;"TP1";"TP11R";1;"TPTP11R";;;
40;"U$42";"ADAFRUIT_TEXT_20MM";1;"";;;
