Partlist

Exported from boardEagle.brd at 20/08/2022 19:50

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                            Package                      Library                Position (inch)       Orientation

BT1      ML414H_IV01E_BATTERY             ML414H_IV01E                 SparkFun-Batteries     (1.125 1.705)         R270
C1       0.1uF                            0402-TIGHT                   SparkFun-Capacitors    (1.085 0.225)         R0
C2       1.0uF                            0402-TIGHT                   SparkFun-Capacitors    (0.985 1.37)          R0
C3       1nF                              0402                         SparkFun-Capacitors    (1.41659646 0.70913386) R180
C4       1nF                              0402                         SparkFun-Capacitors    (1.40059646 0.27138583) R180
C5       0.1uF                            0402-TIGHT                   SparkFun-Capacitors    (0.769 1.369)         R0
C6       0.1uF                            0402-TIGHT                   SparkFun-Capacitors    (1.035 0.53)          R90
C7       0.1uF                            0402-TIGHT                   SparkFun-Capacitors    (0.88099213 0.42538583) R270
C8       47pF                             0402                         SparkFun-Capacitors    (0.83 0.545)          R0
C9       1.0uF                            0402-TIGHT                   SparkFun-Capacitors    (0.91 1.61)           R0
C10      1.0uF                            0402-TIGHT                   SparkFun-Capacitors    (1.03 1.5)            R90
D1       15V                              SOT23-3                      SparkFun-DiscreteSemi  (1.41659646 0.61185039) R0
D2       15V                              SOT23-3                      SparkFun-DiscreteSemi  (1.42159646 0.36670866) R0
D3       PRTR5V0U2F                       SOT886                       SparkFun-IC-Power      (0.49 1.652)          R270
D4       RED                              LED-0603                     SparkFun-LED           (0.95 0.1)            R0
D5       BLUE                             LED-0603                     SparkFun-LED           (1.12 0.1)            R0
D6       BLUE                             LED-0603                     SparkFun-LED           (1.415 0.1)           R0
D7       BLUE                             LED-0603                     SparkFun-LED           (1.265 0.1)           R0
D8       0.5A/40V/420mV                   SOD-323                      SparkFun-DiscreteSemi  (1.102 1.5)           R270
D9       PESD0402-0402                    0402                         SparkFun-DiscreteSemi  (0.7 0.45)            R180
E1       ANTENNA-SMA-GROUNDEDEDGE_SMA     SMA-EDGE                     SparkFun-RF            (0.5519685 0.08818898) R180
FB1      120?                             0402                         SparkFun-Coils         (0.69 0.615)          R0
FD1      FIDUCIALUFIDUCIAL                FIDUCIAL-MICRO               SparkFun-Aesthetics    (0.2 0.2)             R0
FD2      FIDUCIALUFIDUCIAL                FIDUCIAL-MICRO               SparkFun-Aesthetics    (0.2 0.2)             MR0
FD3      FIDUCIALUFIDUCIAL                FIDUCIAL-MICRO               SparkFun-Aesthetics    (1.45 1.85)           R0
FD4      FIDUCIALUFIDUCIAL                FIDUCIAL-MICRO               SparkFun-Aesthetics    (1.45 1.85)           MR0
