"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"IC1";"QFN24_4MM";1;"ATSAMD09D14A-MU";;;
2;"SW6,SW7";"BTN_KMR2_4.6X2.8";2;"KMR2";;;
3;"R4";"0603-NO";1;"10k";;;
4;"U$9,U$11";"ADAFRUIT_5MM";2;"";;;
5;"UP0,DOWN0,RIGHT0,LEFT0";"EVQ-Q2_SMALLER";4;"6mm";;;
6;"MS1";"FEATHERWING";1;"FEATHERWING";;;
7;"D1";"CHIPLED_0805_NOOUTLINE";1;"RED";;;
8;"R5,R2";"0603-NO";2;"1k";;;
9;"JOY1";"JOYSTICK_ANALOG_MINITHM";1;"JOYSTICK_ANALOG_XY";;;
10;"FID1,FID2";"FIDUCIAL_1MM";2;"FIDUCIAL_1MM";;;
11;"R3";"0603-NO";1;"10K";;;
12;"U$7";"PCBFEAT-REV-040";1;"";;;
13;"U$12";"SEESAW_LOGO";1;"";;;
14;"SJ7,SJ8,SJ2,SJ6,SJ9,SJ1,SJ3,SJ4,SJ5";"SOLDERJUMPER_ARROW_NOPASTE";9;"";;;
15;"U$10";"FEATHERLOGO_MED";1;"";;;
16;"TP2,TP1";"TESTPOINT_ROUND_2MM";2;"";;;
