"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"FID2,FID1,FID3,FID4";"FIDUCIAL_1MM";4;"FIDUCIAL_1MM";;;
2;"Y2";"XTAL3215";1;"32.768";;;
3;"U$15";"PCBFEAT-REV-040";1;"";;;
4;"MDBT1";"MDBT50";1;"MDBT50";;;
5;"SW2,SW1";"BTN_KMR2_4.6X2.8";2;"KMR2";;;
6;"JP4,JP2";"1X14_ROUND70";2;"";;;
7;"X1";"4UCONN_20329_V2";1;"4u20329";;;
8;"R11,R10";"0603-NO";2;"22";;;
9;"C4,C3";"0603-NO";2;"0.1uF";;;
10;"D2";"CHIPLED_0805_NOOUTLINE";1;"RED";;;
11;"R2";"0603-NO";1;"1K";;;
12;"L2";"APA102_2020";1;"AP102-2020";;;
13;"C2,C1";"_0603MP";2;"22pF";;;
14;"U$12";"ITSYNRF52840_TOP";1;"";;;
15;"IC1";"SOT23-5";1;"74HCT1G125DBV";;;
16;"C5,C8,C7";"0805-NO";3;"10uF";;;
17;"SWD0,SWC0";"TP13R";2;"TPTP13R";;;
18;"IC2";"USON8";1;"GD25Q16";;;
19;"R1";"0603-NO";1;"10K";;;
20;"D1,D3";"SOD-123";2;"MBR120";;;
21;"U2";"SOT23-5";1;"AP2112(3.3V)";;;
22;"D-0,D+0";"TP10R";2;"TPTP10R";;;
23;"U$14";"ITSYNRF52840_BOT";1;"";;;
