Partlist

Exported from boardEagle.brd at 20/08/2022 02:11

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                          Package                        Library             Position (inch)       Orientation

C1       DNP                            1206                           SparkFun-Capacitors (0.8 0.5)             MR270
D1       APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.0625)       R0
D2       APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.0625)       R0
D3       APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.0625)       R0
D4       APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.0625)       R0
D5       APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.0625)       R0
D6       APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.0625)       R0
D7       APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.0625)       R0
D8       APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.0625)       R0
D9       APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.1875)       R0
D10      APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.1875)       R0
D11      APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.1875)       R0
D12      APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.1875)       R0
D13      APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.1875)       R0
D14      APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.1875)       R0
D15      APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.1875)       R0
D16      APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.1875)       R0
D17      APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.3125)       R0
D18      APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.3125)       R0
D19      APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.3125)       R0
D20      APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.3125)       R0
D21      APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.3125)       R0
D22      APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.3125)       R0
D23      APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.3125)       R0
D24      APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.3125)       R0
D25      APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.4375)       R0
D26      APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.4375)       R0
D27      APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.4375)       R0
D28      APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.4375)       R0
D29      APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.4375)       R0
D30      APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.4375)       R0
D31      APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.4375)       R0
D32      APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.4375)       R0
D33      APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.5625)       R0
D34      APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.5625)       R0
D35      APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.5625)       R0
D36      APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.5625)       R0
D37      APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.5625)       R0
D38      APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.5625)       R0
D39      APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.5625)       R0
D40      APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.5625)       R0
D41      APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.6875)       R0
D42      APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.6875)       R0
D43      APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.6875)       R0
D44      APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.6875)       R0
D45      APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.6875)       R0
D46      APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.6875)       R0
D47      APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.6875)       R0
D48      APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.6875)       R0
D49      APA102-2020                    APA102-2020                    SparkFun-LED        (0.3625 0.8125)       R0
D50      APA102-2020                    APA102-2020                    SparkFun-LED        (0.4875 0.8125)       R0
D51      APA102-2020                    APA102-2020                    SparkFun-LED        (0.6125 0.8125)       R0
D52      APA102-2020                    APA102-2020                    SparkFun-LED        (0.7375 0.8125)       R0
D53      APA102-2020                    APA102-2020                    SparkFun-LED        (0.8625 0.8125)       R0
D54      APA102-2020                    APA102-2020                    SparkFun-LED        (0.9875 0.8125)       R0
D55      APA102-2020                    APA102-2020                    SparkFun-LED        (1.1125 0.8125)       R0
D56      APA102-2020                    APA102-2020                    SparkFun-LED        (1.2375 0.8125)       R0
