Partlist

Exported from boardEagle.brd at 17/08/2022 19:46

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value                  Package                     Library                    Position (inch)       Orientation

BAT1     9V                     BC9VPC_KIT                  SparkFun-Connectors        (1.1 1.7)             MR180
C1       .1uf                   CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (0.65 2.2)            R90
C2       .1uf                   CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (1.4 2.3)             R90
C3       1uf                    CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (0.6 1.5)             R180
C4       .47uf                  CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (0.6 1.2)             R0
C5       .1uf                   CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (1 2.4)               R0
C6       10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (2.4 1.55)            R270
C7       10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (1.6 1.85)            R270
C8       10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (1.9 1.85)            R270
C9       10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (2.15 1.85)           R270
C10      10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (2.4 1.85)            R270
C11      .1uf                   CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (2.45 1.1)            R270
C12      1uf                    CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (1.1 1.35)            R270
C13      1uf                    CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (1.3 1.35)            R90
C14      10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (2.55 2.3)            R270
C15      10uf/25V               CPOL-RADIAL-10UF-25V-KIT    SparkFun-Capacitors        (2.8 2.3)             R270
C16      .1uf                   CAP-PTH-SMALL-KIT           SparkFun-Capacitors        (0.85 0.15)           R180
D1       1n4148                 DIODE-1N4148-KIT            SparkFun-DiscreteSemi      (0.725 1.8)           R90
D2       1n4148                 DIODE-1N4148-KIT            SparkFun-DiscreteSemi      (0.625 1.8)           R90
D3       1n5819                 DIODE-1N4001-KIT            SparkFun-DiscreteSemi      (3.4 0.75)            R270
IC1      7556                   DIL14-KIT                   SparkFun-AnalogIC          (1 1.9)               R270
IC2      CD4013B                DIL14-KIT                   SparkFun-DigitalIC         (0.85 0.55)           R270
IC3      LM358                  DIP08-KIT                   SparkFun-AnalogIC          (2.35 0.65)           R270
IC4      LM358                  DIP08-KIT                   SparkFun-AnalogIC          (2.75 1.9)            R0
J1       AUDIO-JACK2KIT         AUDIO-JACK-KIT              SparkFun-Connectors        (3.35 2.1)            R180
