"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_POLPTH2";"CPOL-RADIAL-10UF-25V";"Capacitor Polarized";"";
"C2";"10uF";"CAP_POLPTH2";"CPOL-RADIAL-10UF-25V";"Capacitor Polarized";"";
"C3";"10uF";"CAP_POLPTH2";"CPOL-RADIAL-10UF-25V";"Capacitor Polarized";"";
"C4";"100uF";"CAP_POLPTH1";"CPOL-RADIAL-100UF-25V";"Capacitor Polarized";"";
"C5";"10uF";"CAP_POLPTH2";"CPOL-RADIAL-10UF-25V";"Capacitor Polarized";"";
"J1";"POWER_JACKRCA_LOCK";"POWER_JACKRCA_LOCK";"RCA_LOCK";"Power Jack";"";
"JP1";"";"M02PTH";"1X02";"Header 2";"";
"JP2";"";"M02PTH";"1X02";"Header 2";"";
"JP3";"";"M02PTH";"1X02";"Header 2";"";
"JP4";"";"M02PTH";"1X02";"Header 2";"";
"JP6";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"LED1";"Red";"LED5MM";"LED5MM";"LEDs";"";
"Q1";"TRANSISTOR_NPN_2PTH";"TRANSISTOR_NPN_2PTH";"TO-92";"";"";
"R1";"120";"RESISTORPTH1";"AXIAL-0.3";"Resistor";"";
"R2";"2.2K";"RESISTORPTH1";"AXIAL-0.3";"Resistor";"";
"R3";"4.7K";"RESISTORPTH1";"AXIAL-0.3";"Resistor";"";
"R4";"220K";"RESISTORPTH1";"AXIAL-0.3";"Resistor";"";
"S1";"On/Off";"SWITCH-SPSTPTH_LOCK";"SWITCH-SPDT_LOCK.007S";"SPST Switch";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$6";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
