"Part";"Value";"Device";"Package";"Description";"";
"C1";"";"CAPCAP-PTH-SMALL-KIT";"CAP-PTH-SMALL-KIT";"Capacitor";"";
"C2";"";"CAPCAP-PTH-SMALL-KIT";"CAP-PTH-SMALL-KIT";"Capacitor";"";
"C5";"10uF";"CAP_POLCPOL-RADIAL-10UF-25V-KIT";"CPOL-RADIAL-10UF-25V-KIT";"Capacitor Polarized";"";
"C6";"0.1uF";"CAPCAP-PTH-SMALL-KIT";"CAP-PTH-SMALL-KIT";"Capacitor";"";
"J1";"POWER_JACKKIT";"POWER_JACKKIT";"POWER-BARRELJACK-PTH-LOCK-KIT";"Power Jack";"";
"JP2";"AVR_SPI_PRG_6PTH";"AVR_SPI_PRG_6PTH";"2X3";"AVR ISP 6 Pin";"";
"LED1";"7-SEGMENT-4DIGIT-YOUNGSUNKIT";"7-SEGMENT-4DIGIT-YOUNGSUNKIT";"7-SEGMENT-4DIGIT-YOUNGSUN-KIT";"This is a part for the 4-Digit 7-segment LEDs from Young Sun.  Different from the Digikey LEDs, all 16 pins are used.";"";
"Q1";"16MHz";"CRYSTALHC49US-KIT";"HC49US-KIT";"Crystals";"";
"R1";"10K";"RESISTORAXIAL-0.3-KIT";"AXIAL-0.3-KIT";"Resistor";"";
"S1";"SWITCH-MOMENTARY-2TACTILE-PTH-KIT";"SWITCH-MOMENTARY-2TACTILE-PTH-KIT";"TACTILE-PTH-KIT";"";"";
"S2";"SWITCH-MOMENTARY-2TACTILE-PTH-KIT";"SWITCH-MOMENTARY-2TACTILE-PTH-KIT";"TACTILE-PTH-KIT";"";"";
"S3";"";"SWITCH-SPSTKIT";"SWITCH-SPDT_KIT";"SPST Switch";"";
"S4";"SWITCH-MOMENTARY-2TACTILE-PTH-KIT";"SWITCH-MOMENTARY-2TACTILE-PTH-KIT";"TACTILE-PTH-KIT";"";"";
"SG2";"BUZZERKIT";"BUZZERKIT";"BUZZER-12MM-KIT";"Buzzer 12mm";"";
"U$1";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"U$2";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$3";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U$8";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U$9";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";
"U1";"AVR-MEGA8-PKIT";"AVR-MEGA8-PKIT";"DIL28-3-KIT";"MICROCONTROLLER";"";
