Partlist

Exported from boardEagle.brd at 07/08/2022 20:11

EAGLE Version 9.6.2 Copyright (c) 1988-2020 Autodesk, Inc.

Assembly variant: 

Part     Value          Package                Library      Position (inch)       Orientation

C1-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.945)         R135
C1-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.945)         R135
C1-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.945)         R135
C1-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.945)         R135
C1-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.945)         R135
C1-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.945)         R135
C1-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.945)         R135
C1-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.945)         R135
C1-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.945)         R135
C1-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.945)         R135
C1-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.945)         R135
C1-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.945)         R135
C1-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.945)         R135
C1-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.945)         R135
C1-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.945)         R135
C1-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.945)         R135
C2-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.845)         R135
C2-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.845)         R135
C2-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.845)         R135
C2-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.845)         R135
C2-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.845)         R135
C2-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.845)         R135
C2-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.845)         R135
C2-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.845)         R135
C2-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.845)         R135
C2-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.845)         R135
C2-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.845)         R135
C2-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.845)         R135
C2-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.845)         R135
C2-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.845)         R135
C2-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.845)         R135
C2-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.845)         R135
C3-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.745)         R135
C3-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.745)         R135
C3-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.745)         R135
C3-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.745)         R135
C3-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.745)         R135
C3-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.745)         R135
C3-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.745)         R135
C3-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.745)         R135
C3-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.745)         R135
C3-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.745)         R135
C3-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.745)         R135
C3-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.745)         R135
C3-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.745)         R135
C3-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.745)         R135
C3-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.745)         R135
C3-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.745)         R135
C4-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.645)         R135
C4-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.645)         R135
C4-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.645)         R135
C4-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.645)         R135
C4-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.645)         R135
C4-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.645)         R135
C4-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.645)         R135
C4-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.645)         R135
C4-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.645)         R135
C4-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.645)         R135
C4-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.645)         R135
C4-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.645)         R135
C4-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.645)         R135
C4-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.645)         R135
C4-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.645)         R135
C4-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.645)         R135
C5-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.545)         R135
C5-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.545)         R135
C5-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.545)         R135
C5-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.545)         R135
C5-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.545)         R135
C5-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.545)         R135
C5-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.545)         R135
C5-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.545)         R135
C5-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.545)         R135
C5-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.545)         R135
C5-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.545)         R135
C5-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.545)         R135
C5-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.545)         R135
C5-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.545)         R135
C5-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.545)         R135
C5-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.545)         R135
C6-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.445)         R135
C6-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.445)         R135
C6-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.445)         R135
C6-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.445)         R135
C6-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.445)         R135
C6-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.445)         R135
C6-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.445)         R135
C6-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.445)         R135
C6-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.445)         R135
C6-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.445)         R135
C6-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.445)         R135
C6-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.445)         R135
C6-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.445)         R135
C6-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.445)         R135
C6-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.445)         R135
C6-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.445)         R135
C7-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.345)         R135
C7-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.345)         R135
C7-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.345)         R135
C7-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.345)         R135
C7-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.345)         R135
C7-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.345)         R135
C7-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.345)         R135
C7-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.345)         R135
C7-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.345)         R135
C7-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.345)         R135
C7-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.345)         R135
C7-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.345)         R135
C7-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.345)         R135
C7-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.345)         R135
C7-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.345)         R135
C7-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.345)         R135
C8-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.245)         R135
C8-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.245)         R135
C8-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.245)         R135
C8-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.245)         R135
C8-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.245)         R135
C8-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.245)         R135
C8-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.245)         R135
C8-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.245)         R135
C8-9                    CHIPLED_0603_NOOUTLINE microbuilder (0.895 0.245)         R135
C8-10                   CHIPLED_0603_NOOUTLINE microbuilder (0.995 0.245)         R135
C8-11                   CHIPLED_0603_NOOUTLINE microbuilder (1.095 0.245)         R135
C8-12                   CHIPLED_0603_NOOUTLINE microbuilder (1.195 0.245)         R135
C8-13                   CHIPLED_0603_NOOUTLINE microbuilder (1.295 0.245)         R135
C8-14                   CHIPLED_0603_NOOUTLINE microbuilder (1.395 0.245)         R135
C8-15                   CHIPLED_0603_NOOUTLINE microbuilder (1.495 0.245)         R135
C8-16                   CHIPLED_0603_NOOUTLINE microbuilder (1.595 0.245)         R135
C9-1                    CHIPLED_0603_NOOUTLINE microbuilder (0.095 0.145)         R135
C9-2                    CHIPLED_0603_NOOUTLINE microbuilder (0.195 0.145)         R135
C9-3                    CHIPLED_0603_NOOUTLINE microbuilder (0.295 0.145)         R135
C9-4                    CHIPLED_0603_NOOUTLINE microbuilder (0.395 0.145)         R135
C9-5                    CHIPLED_0603_NOOUTLINE microbuilder (0.495 0.145)         R135
C9-6                    CHIPLED_0603_NOOUTLINE microbuilder (0.595 0.145)         R135
C9-7                    CHIPLED_0603_NOOUTLINE microbuilder (0.695 0.145)         R135
C9-8                    CHIPLED_0603_NOOUTLINE microbuilder (0.795 0.145)         R135
