"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R6";"0603-RES";1;"390";;;
2;"C5,C4";"0603-CAP";2;"680pF";;;
3;"JP5,JP7,JP1,JP4,JP6";"1X02_NO_SILK";5;"";;;
4;"SJ2";"SJ_2S-NO";1;"SOLDERJUMPERNO";;;
5;"JP3";"1X04_NO_SILK";1;"";;;
6;"R15,R13,R21,R20,R12,R14,R11,R10";"0603-RES";8;"10K";;;
7;"C3";"PANASONIC_D";1;"47uF";;;
8;"JP9,JP8";"STAND-OFF";2;"STAND-OFF";;;
9;"PWR_LED0";"LED-0603";1;"YELLOW";;;
10;"R4,R3";"0603-RES";2;"20K";;;
11;"FID1,FID2";"FIDUCIAL-1X2";2;"FIDUCIAL1X2";;;
12;"R1,R2";"0805";2;".75";;;
13;"U$1";"SCHMALZHAUS_SMALL";1;"";;;
14;"R8";"0603-RES";1;"240";;;
15;"C2";"0603-CAP";1;"1uf";;;
16;"SJ1";"SJ_2S-TRACE";1;"SOLDERJUMPERTRACE";;;
17;"FRAME2";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
18;"C1";"0603-CAP";1;".1uF";;;
19;"R7";"0603-RES";1;"330";;;
20;"LOGO1";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
21;"R16";"TRIMPOT-3MM-2";1;"10K";;;
22;"IC1";"SO24W";1;"A3967SLB";;;
23;"IC2";"SOT223";1;"V_REG_317SMD";;;
24;"TP1";"TP_15TH";1;"TEST-POINTTP_15TH_THRU";;;
25;"R9,R19,R18";"0603-RES";3;"1K";;;
26;"R5";"0603-RES";1;"2.49K";;;
27;"R17";"0603-RES";1;"6.8K";;;
28;"JP2";"1X03_NO_SILK";1;"";;;
29;"U$2";"SFE-NEW-WEBLOGO";1;"LOGO-SFENEW";;;
