"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"D1";"LED-0603";1;"RED";;;
2;"R4,R3";"0603";2;"10k";;;
3;"FD3,FD1,FD2,FD4";"FIDUCIAL-1X2";4;"FIDUCIAL1X2";;;
4;"R2,R1";"0603";2;"2.2k";;;
5;"U$15";"PWR0";1;"";;;
6;"C1";"0603";1;"0.1uF";;;
7;"U$21";"PRESSURE0";1;"";;;
8;"J1,J2";"JST04_1MM_RA";2;"QWIIC_RIGHT_ANGLE";;;
9;"H1,H2";"STAND-OFF";2;"STAND-OFF";;;
10;"U$7,U$8";"#SCK#SCL#0";2;"";;;
11;"R5";"0603";1;"1k";;;
12;"U$5,U$6";"#SDI#SDA#0";2;"";;;
13;"U$20,U$3";"#3V3#0";2;"";;;
14;"U$27";"BMP3840";1;"";;;
15;"U$13,U$14";"#INT#0";2;"";;;
16;"LOGO3";"QWIIC_5MM";1;"QWIIC_LOGO_5MM";;;
17;"FRAME1";"CREATIVE_COMMONS";1;"FRAME-LETTER";;;
18;"U$1,U$2";"#GND#0";2;"";;;
19;"U$25,U$28";"##CSB##0";2;"";;;
20;"U$26";"SENSOR0";1;"";;;
21;"U1";"LGA-10";1;"BMP384";;;
22;"J3";"1X07_NO_SILK";1;"";;;
23;"U$9,U$10";"#SDO#ADR#0";2;"";;;
24;"LOGO2";"SFE_LOGO_FLAME_.2";1;"SFE_LOGO_FLAME.2_INCH";;;
25;"U$17";"#ADR#0";1;"";;;
26;"LOGO4";"SFE_LOGO_NAME_FLAME_.1";1;"SFE_LOGO_NAME_FLAME.1_INCH";;;
27;"JP2";"SMT-JUMPER_3_2-NC_TRACE_SILK";1;"I2C";;;
28;"U$4";"#I2C#0";1;"";;;
29;"U$19";"#LED#0";1;"";;;
30;"U$11";"#0X76#0";1;"";;;
31;"JP1";"SMT-JUMPER_3_1-NC_TRACE_SILK";1;"ADR";;;
32;"U$12";"#0X77#0";1;"";;;
33;"LOGO1";"OSHW-LOGO-S";1;"OSHW-LOGOS";;;
34;"JP3";"SMT-JUMPER_2_NC_TRACE_SILK";1;"LED";;;
