"Part";"Value";"Device";"Package";"Description";"";
"JP1";"";"M05";"1X05";"Header 5";"";
"JP3";"";"M08";"1X08";"Header 8";"";
"JP4";"";"M08";"1X08";"Header 8";"";
"R1";"";"RESISTOR0402";"C0402";"Resistor";"";
"R2";"";"RESISTOR0402";"C0402";"Resistor";"";
"R3";"";"RESISTOR0402";"C0402";"Resistor";"";
"SJ1";"A0";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";
"SJ2";"A1";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";
"SJ3";"A2";"SOLDERJUMPER_2WAYS";"SJ_3";"Solder Jumper";"";
"U$2";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"U1";"PCF8575C";"PCF8575C";"SO-24DW";"PCF8575C I/O Expander.";"";
