"Part";"Value";"Device";"Package";"Description";"";
"FRAME1";"FRAME-LETTER";"FRAME-LETTER";"CREATIVE_COMMONS";"Schematic Frame";"";
"JP1";"";"M04PTH";"1X04";"Header 4";"";
"JP2";"";"M081X08";"1X08";"Header 8";"";
"JP3";"DB15";"DB15";"DB15";"DB15 / VGA right angle through-hole female connector.";"";
"JP4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";
"JP6";"LOGO-SFENEW";"LOGO-SFENEW";"SFE-NEW-WEBLOGO";"Spark Fun Electronics PCB Logo";"";
"JP7";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"R1";"82.5";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"82.5";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"270";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"270";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R5";"270";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R6";"270";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"270";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R8";"270";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"U$1";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
