"Part";"Value";"Device";"Package";"Description";"";
"C1";"10uF";"CAP_POL1206";"EIA3216";"Capacitor Polarized";"";
"C2";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C3";"0.22uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C5";"2.2uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C6";"2.2uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C7";"470pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C8";"470pF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"JP1";"LOGO-SFENW2";"LOGO-SFENW2";"SFE-NEW-WEB";"Spark Fun Electronics PCB Logo";"";
"JP2";"";"M04PTH";"1X04";"Header 4";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP5";"";"M04PTH";"1X04";"Header 4";"";
"JP6";"LOGO-SFESK";"LOGO-SFESK";"SFE-LOGO-FLAME";"Spark Fun Electronics PCB Logo";"";
"Q1";"MOSFET-N-CH";"MOSFET-NCHANNELSMD";"SOT23-3";"";"";
"Q2";"MOSFET-N-CH";"MOSFET-NCHANNELSMD";"SOT23-3";"";"";
"R1";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R3";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R4";"4.7k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"SJ1";"";"SOLDERJUMPER_2WAYPASTE2&3";"SJ_3_PASTE2&3";"Solder Jumper";"";
"U$5";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"CREATIVE_COMMONS";"";"";
"U$8";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U1";"LSM303DLHSMD";"LSM303DLHSMD";"LGA28-5X5";"";"";
"U2";"1.8V";"V_REG_LDOSMD2";"SC70";"Voltage Regulator LDO";"";
"U3";"3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";
